Timestamp,IP,Method,Status,Size,UserAgent,Country,Message
2025-01-01 00:11:02,177.71.128.0,GET,404,785,Nmap Scripting Engine,Brazil,GET /wp-admin/install.php HTTP/1.1
2025-01-01 00:12:31,10.0.0.2,GET,200,1675,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:13:29,10.0.0.2,GET,200,236,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:14:16,54.239.28.1,GET,200,2032,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 00:15:05,192.168.1.5,POST,200,3886,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,POST /login HTTP/1.1
2025-01-01 00:16:18,10.0.0.2,POST,200,1310,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,POST /login HTTP/1.1
2025-01-01 00:18:11,54.239.28.1,GET,200,766,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 00:19:08,192.168.1.5,GET,200,4831,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:19:22,10.0.0.2,GET,200,1815,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 00:19:24,192.168.1.5,GET,200,1494,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 00:20:56,192.168.1.5,GET,200,4759,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 00:22:32,54.38.0.0,GET,200,1135,Nmap Scripting Engine,France,GET /search?q=' OR 1=1 -- HTTP/1.1
2025-01-01 00:23:10,10.0.0.2,GET,200,4692,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:25:05,200.147.67.142,GET,404,3655,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",Brazil,GET /shell.php HTTP/1.1
2025-01-01 00:26:38,180.149.132.47,POST,403,2113,Nmap Scripting Engine,China,POST /login HTTP/1.1
2025-01-01 00:27:57,54.239.28.1,GET,200,710,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:29:09,10.0.0.2,GET,200,3237,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /about HTTP/1.1
2025-01-01 00:30:29,10.0.0.2,GET,200,4563,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:32:28,192.168.1.5,GET,200,1878,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 00:32:56,10.0.0.2,GET,200,3123,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 00:33:01,54.239.28.1,GET,200,4888,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 00:34:37,10.0.0.2,POST,200,2042,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,POST /login HTTP/1.1
2025-01-01 00:34:38,54.239.28.1,POST,200,3395,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,POST /login HTTP/1.1
2025-01-01 00:35:48,177.71.128.0,GET,404,2549,Nmap Scripting Engine,Brazil,GET /shell.php HTTP/1.1
2025-01-01 00:37:12,192.168.1.5,GET,200,3491,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /about HTTP/1.1
2025-01-01 00:38:28,10.0.0.2,GET,200,995,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:40:25,180.149.132.47,POST,403,4160,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",China,POST /login HTTP/1.1
2025-01-01 00:42:04,54.239.28.1,GET,200,3938,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 00:43:45,54.239.28.1,GET,200,1085,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 00:45:33,192.168.1.5,GET,200,2646,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 00:45:55,10.0.0.2,POST,200,2593,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,POST /login HTTP/1.1
2025-01-01 00:47:43,203.0.113.1,GET,404,3453,Nikto/2.1.6,China,GET /wp-admin/install.php HTTP/1.1
2025-01-01 00:48:13,54.38.0.0,GET,404,4919,Nikto/2.1.6,France,GET /shell.php HTTP/1.1
2025-01-01 00:49:37,203.0.113.1,POST,403,3012,Nmap Scripting Engine,China,POST /login HTTP/1.1
2025-01-01 00:50:42,192.168.1.5,POST,200,3802,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,POST /login HTTP/1.1
2025-01-01 00:51:41,188.162.64.1,GET,403,2600,python-requests/2.25.1,Russia,GET /../../etc/passwd HTTP/1.1
2025-01-01 00:53:24,54.239.28.1,GET,200,3907,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 00:54:40,10.0.0.2,GET,200,3906,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 00:56:27,54.239.28.1,GET,200,3853,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 00:56:31,180.149.132.47,GET,404,137,Nikto/2.1.6,China,GET /shell.php HTTP/1.1
2025-01-01 00:56:44,188.162.64.1,GET,200,2707,Nmap Scripting Engine,Russia,GET /search?q=' OR 1=1 -- HTTP/1.1
2025-01-01 00:58:20,192.168.1.5,GET,200,1532,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 01:00:11,200.147.67.142,GET,404,3842,python-requests/2.25.1,Brazil,GET /wp-admin/install.php HTTP/1.1
2025-01-01 01:01:29,54.239.28.1,GET,200,4887,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 01:01:52,192.168.1.5,GET,200,884,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 01:02:46,54.239.28.1,GET,200,891,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 01:03:40,180.149.132.47,GET,403,46,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",China,GET /../../etc/passwd HTTP/1.1
2025-01-01 01:04:37,10.0.0.2,GET,200,4173,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 01:05:48,192.168.1.5,GET,200,109,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 01:07:39,10.0.0.2,GET,200,721,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 01:09:19,54.239.28.1,GET,200,3613,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 01:09:42,10.0.0.2,POST,200,2324,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,POST /login HTTP/1.1
2025-01-01 01:10:39,192.168.1.5,GET,200,1811,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 01:12:15,54.239.28.1,GET,200,4869,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 01:13:28,54.239.28.1,GET,200,4887,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 01:14:04,192.168.1.5,POST,200,3670,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,POST /login HTTP/1.1
2025-01-01 01:16:01,109.252.1.2,GET,404,2325,Nmap Scripting Engine,Russia,GET /wp-admin/install.php HTTP/1.1
2025-01-01 01:16:24,10.0.0.2,GET,200,715,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 01:17:26,54.239.28.1,POST,200,3612,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,POST /login HTTP/1.1
2025-01-01 01:18:08,180.149.132.47,GET,403,213,Nmap Scripting Engine,China,GET /../../etc/passwd HTTP/1.1
2025-01-01 01:18:12,10.0.0.2,GET,200,1456,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 01:19:15,54.239.28.1,GET,200,2901,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /images/logo.png HTTP/1.1
2025-01-01 01:20:40,54.239.28.1,GET,200,1416,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 01:20:56,192.168.1.5,GET,200,4284,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 01:21:36,14.215.177.38,POST,500,4506,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",China,POST /api/upload HTTP/1.1
2025-01-01 01:23:12,10.0.0.2,GET,200,1594,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /about HTTP/1.1
2025-01-01 01:24:49,10.0.0.2,GET,200,3191,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 01:25:23,188.162.64.1,GET,404,2131,Nmap Scripting Engine,Russia,GET /shell.php HTTP/1.1
2025-01-01 01:25:58,195.154.21.0,GET,403,1332,Nikto/2.1.6,France,GET /../../etc/passwd HTTP/1.1
2025-01-01 01:26:58,192.168.1.5,GET,200,165,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 01:27:47,10.0.0.2,GET,200,4449,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 01:28:03,192.168.1.5,GET,200,1583,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 01:28:12,54.38.0.0,GET,404,1233,Nikto/2.1.6,France,GET /admin.php HTTP/1.1
2025-01-01 01:28:46,54.239.28.1,GET,200,1046,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 01:29:28,54.38.0.0,POST,403,3873,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",France,POST /login HTTP/1.1
2025-01-01 01:30:15,10.0.0.2,GET,200,3639,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 01:30:34,54.239.28.1,GET,200,2336,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 01:32:16,192.168.1.5,GET,200,2057,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /images/logo.png HTTP/1.1
2025-01-01 01:33:58,195.154.21.0,GET,200,2042,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",France,GET /search?q=' OR 1=1 -- HTTP/1.1
2025-01-01 01:35:52,109.252.1.2,GET,404,2819,Nmap Scripting Engine,Russia,GET /wp-admin/install.php HTTP/1.1
2025-01-01 01:37:08,54.239.28.1,GET,200,2166,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 01:39:01,177.71.128.0,GET,404,3211,python-requests/2.25.1,Brazil,GET /shell.php HTTP/1.1
2025-01-01 01:40:26,195.154.21.0,POST,500,4749,python-requests/2.25.1,France,POST /api/upload HTTP/1.1
2025-01-01 01:41:36,203.0.113.1,GET,200,811,Nmap Scripting Engine,China,GET /search?q=' OR 1=1 -- HTTP/1.1
2025-01-01 01:41:52,109.252.1.2,POST,500,1654,Nmap Scripting Engine,Russia,POST /api/upload HTTP/1.1
2025-01-01 01:42:23,14.215.177.38,POST,403,4417,Nikto/2.1.6,China,POST /login HTTP/1.1
2025-01-01 01:43:45,54.239.28.1,GET,200,3959,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 01:45:38,192.168.1.5,GET,200,1125,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 01:47:14,10.0.0.2,GET,200,914,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 01:47:33,10.0.0.2,GET,200,1034,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 01:49:01,192.168.1.5,GET,200,2173,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 01:49:31,54.239.28.1,POST,200,763,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,POST /login HTTP/1.1
2025-01-01 01:51:09,54.239.28.1,GET,200,1771,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 01:51:53,192.168.1.5,GET,200,4219,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 01:51:54,180.149.132.47,GET,404,4061,Nmap Scripting Engine,China,GET /shell.php HTTP/1.1
2025-01-01 01:53:31,10.0.0.2,GET,200,713,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 01:54:22,54.239.28.1,GET,200,4226,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /about HTTP/1.1
2025-01-01 01:55:11,54.239.28.1,GET,200,734,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /about HTTP/1.1
2025-01-01 01:55:57,54.239.28.1,GET,200,4948,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 01:57:48,10.0.0.2,GET,200,3138,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 01:58:30,109.252.1.2,GET,403,1787,Nikto/2.1.6,Russia,GET /../../etc/passwd HTTP/1.1
2025-01-01 01:58:54,10.0.0.2,GET,200,3971,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /about HTTP/1.1
2025-01-01 01:59:19,10.0.0.2,POST,200,2272,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,POST /login HTTP/1.1
2025-01-01 01:59:44,192.168.1.5,GET,200,3998,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /index.html HTTP/1.1
2025-01-01 02:00:37,180.149.132.47,POST,500,1994,Nmap Scripting Engine,China,POST /api/upload HTTP/1.1
2025-01-01 02:01:48,192.168.1.5,GET,200,3728,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Safari/605.1.15",USA,GET /images/logo.png HTTP/1.1
2025-01-01 02:02:37,10.0.0.2,GET,200,1508,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 02:02:42,192.168.1.5,GET,200,2299,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /index.html HTTP/1.1
2025-01-01 02:03:00,195.154.21.0,GET,404,2821,python-requests/2.25.1,France,GET /shell.php HTTP/1.1
2025-01-01 02:04:46,14.215.177.38,GET,200,4667,Nikto/2.1.6,China,GET /search?q=' OR 1=1 -- HTTP/1.1
2025-01-01 02:05:40,192.168.1.5,GET,200,3849,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 02:07:23,54.239.28.1,GET,200,358,"Mozilla/5.0 (Linux; Android 10; SM-G960U) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.114 Mobile Safari/537.36",USA,GET /images/logo.png HTTP/1.1
2025-01-01 02:08:35,54.239.28.1,GET,200,1458,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /contact HTTP/1.1
2025-01-01 02:08:50,54.239.28.1,GET,200,1654,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/js/main.js HTTP/1.1
2025-01-01 02:09:29,180.149.132.47,GET,404,4238,Nmap Scripting Engine,China,GET /shell.php HTTP/1.1
2025-01-01 02:11:29,192.168.1.5,GET,200,3925,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/css/style.css HTTP/1.1
2025-01-01 02:11:59,54.239.28.1,GET,200,3909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/91.0.4472.124 Safari/537.36",USA,GET /static/css/style.css HTTP/1.1
